url_length,https,subdomain_count,has_ip,hyphen_count,digit_ratio,path_length,has_at_symbol,brand_keyword_count,label
146,1,2,0,0,0.0,10,0,0,0
35,1,2,0,0,0.0,13,0,0,0
29,1,2,0,0,0.0,1,0,0,0
66,1,2,0,0,0.0,42,0,0,0
83,1,2,0,0,0.0,60,0,0,0
36,1,3,0,1,0.0,1,0,0,0
46,1,2,0,0,0.0,17,0,0,0
56,1,2,0,0,0.0,20,0,0,0
54,1,2,0,0,0.0,28,0,0,0
47,1,3,0,0,0.0,1,0,0,0
31,1,2,0,0,0.0,9,0,0,0
83,1,3,0,0,0.0,42,0,0,0
82,1,2,0,0,0.0,58,0,0,0
